handle,title,vendor,formattedcode,gram,qty,price,archived,archivedon,addedon,lastfetcheddate
greystone-devonshire-engineered-hickory-hardwood-5-21055,"Hardwood Greystone DEVONSHIRE Engineered Hickory Hardwood 5"" 21055",mullicanflooring,mullicanflooring-21055,16556.12151,10000,114.91,,,25-05-2021,25-05-2021
natural-devonshire-engineered-hickory-hardwood-5-21054,"Hardwood Natural DEVONSHIRE Engineered Hickory Hardwood 5"" 21054",mullicanflooring,mullicanflooring-21054,16556.12151,10000,114.91,,,25-05-2021,25-05-2021
espresso-devonshire-engineered-red-oak-hardwood-5-21053,"Espresso DEVONSHIRE Engineered Red Oak Hardwood 5"" 21053",mullicanflooring,mullicanflooring-21053,16556.12151,10000,114.91,,,25-05-2021,25-05-2021
provincial-devonshire-engineered-red-oak-hardwood-5-21052,"Hardwood Provincial DEVONSHIRE Engineered Red Oak Hardwood 5"" 21052",mullicanflooring,mullicanflooring-21052,16556.12151,10000,114.91,,,25-05-2021,25-05-2021
saddle-devonshire-engineered-red-oak-hardwood-5-21051,"Saddle DEVONSHIRE Engineered Red Oak Hardwood 5"" 21051",mullicanflooring,mullicanflooring-21051,16556.12151,10000,114.91,,,25-05-2021,25-05-2021
espresso-lincolnshire-engineered-hickory-hardwood-5-21041,"Espresso LINCOLNSHIRE Engineered Hickory Hardwood 5"" 21041",mullicanflooring,mullicanflooring-21041,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
stone-castillian-engineered-engineered-white-oak-hardwood-6-21032,"Hardwood Stone CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 21032",mullicanflooring,mullicanflooring-21032,12700.58636,10000,103.45,,,25-05-2021,25-05-2021
copper-castillian-engineered-engineered-white-oak-hardwood-6-21031,"Copper CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 21031",mullicanflooring,mullicanflooring-21031,12700.58636,10000,103.45,,,25-05-2021,25-05-2021
natural-castillian-engineered-engineered-white-oak-hardwood-6-21030,"Hardwood Natural CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 21030",mullicanflooring,mullicanflooring-21030,12700.58636,10000,103.45,,,25-05-2021,25-05-2021
smoke-ridgecrest-engineered-maple-hardwood-5-20594,"Hardwood Smoke RIDGECREST Engineered Maple Hardwood 5"" 20594",mullicanflooring,mullicanflooring-20594,28576.31931,10000,273.22,,,25-05-2021,25-05-2021
tuscan-brown-ridgecrest-engineered-red-oak-hardwood-5-20588,"Hardwood Tuscan Brown RIDGECREST Engineered Red Oak Hardwood 5"" 20588",mullicanflooring,mullicanflooring-20588,25854.76509,10000,265.62,,,25-05-2021,25-05-2021
ebony-ridgecrest-engineered-red-oak-hardwood-5-20586,"Ebony RIDGECREST Engineered Red Oak Hardwood 5"" 20586",mullicanflooring,mullicanflooring-20586,25854.76509,10000,265.62,,,25-05-2021,25-05-2021
frost-oakmont-engineered-walnut-hardwood-5-20580,"Frost OAKMONT Engineered Walnut Hardwood 5"" 20580",mullicanflooring,mullicanflooring-20580,21772.43376,10000,307.42,,,25-05-2021,25-05-2021
cappuccino-oakmont-engineered-maple-hardwood-5-20579,"Hardwood Cappuccino OAKMONT Engineered Maple Hardwood 5"" 20579",mullicanflooring,mullicanflooring-20579,21772.43376,10000,273.22,,,25-05-2021,25-05-2021
espresso-oakmont-engineered-red-oak-hardwood-5-20578,"Espresso OAKMONT Engineered Red Oak Hardwood 5"" 20578",mullicanflooring,mullicanflooring-20578,21772.43376,10000,269.42,,,25-05-2021,25-05-2021
colonial-oakmont-engineered-walnut-hardwood-5-20577,"Colonial OAKMONT Engineered Walnut Hardwood 5"" 20577",mullicanflooring,mullicanflooring-20577,21772.43376,10000,307.42,,,25-05-2021,25-05-2021
autumn-oakmont-engineered-maple-hardwood-5-20567,"Hardwood Autumn OAKMONT Engineered Maple Hardwood 5"" 20567",mullicanflooring,mullicanflooring-20567,21772.43376,10000,273.22,,,25-05-2021,25-05-2021
ebony-oakmont-engineered-red-oak-hardwood-5-20575,"Ebony OAKMONT Engineered Red Oak Hardwood 5"" 20575",mullicanflooring,mullicanflooring-20575,21772.43376,10000,269.42,,,25-05-2021,25-05-2021
provincial-oakmont-engineered-hickory-hardwood-5,"Provincial OAKMONT Engineered Hickory Hardwood 5""",mullicanflooring,mullicanflooring-5678,21772.43376,10000,159.22,,,25-05-2021,25-05-2021
stone-oakmont-engineered-hickory-hardwood-5-20573,"Hardwood Stone OAKMONT Engineered Hickory Hardwood 5"" 20573",mullicanflooring,mullicanflooring-20573,21772.43376,10000,159.22,,,25-05-2021,25-05-2021
granite-oakmont-engineered-hickory-hardwood-5-20527,"Hardwood Granite OAKMONT Engineered Hickory Hardwood 5"" 20527",mullicanflooring,mullicanflooring-20527,21772.43376,10000,159.22,,,25-05-2021,25-05-2021
granite-lincolnshire-engineered-hickory-hardwood-5-20571,"Granite LINCOLNSHIRE Engineered Hickory Hardwood 5"" 20571",mullicanflooring,mullicanflooring-20571,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
provincial-lincolnshire-engineered-hickory-hardwood-5-20570,"Provincial LINCOLNSHIRE Engineered Hickory Hardwood 5"" 20570",mullicanflooring,mullicanflooring-20570,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
oxford-castillian-engineered-engineered-white-oak-hardwood-6-20569,"Hardwood Oxford CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 20569",mullicanflooring,mullicanflooring-20569,12700.58636,10000,103.45,,,25-05-2021,25-05-2021
vienna-castillian-engineered-engineered-white-oak-hardwood-7-20566,"Hardwood Vienna CASTILLIAN ENGINEERED Engineered White Oak Hardwood 7"" 20566",mullicanflooring,mullicanflooring-20566,14061.36347,10000,147.08,,,25-05-2021,25-05-2021
java-castillian-engineered-engineered-white-oak-hardwood-7-20565,"Hardwood Java CASTILLIAN ENGINEERED Engineered White Oak Hardwood 7"" 20565",mullicanflooring,mullicanflooring-20565,14061.36347,10000,147.08,,,25-05-2021,25-05-2021
natural-mount-castle-engineered-white-oak-hardwood-9-45-20039,"Hardwood Natural MOUNT CASTLE Engineered White Oak Hardwood 9.45"" 20039",mullicanflooring,mullicanflooring-20039,34019.42775,10000,391.81,,,25-05-2021,25-05-2021
autumn-bronze-mount-castle-engineered-white-oak-hardwood-9-45-20038,"Hardwood Autumn Bronze MOUNT CASTLE Engineered White Oak Hardwood 9.45"" 20038",mullicanflooring,mullicanflooring-20038,34019.42775,10000,391.81,,,25-05-2021,25-05-2021
majestic-walnut-mount-castle-engineered-walnut-hardwood-7-44-20036,"Hardwood Majestic Walnut  MOUNT CASTLE Engineered Walnut Hardwood 7.44"" 20036",mullicanflooring,mullicanflooring-20036,21318.84139,10000,268.77,,,25-05-2021,25-05-2021
ivory-mount-castle-engineered-white-oak-hardwood-7-44-20035,"Hardwood Ivory MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 20035",mullicanflooring,mullicanflooring-20035,21318.84139,10000,224.71,,,25-05-2021,25-05-2021
charcoal-mount-castle-engineered-white-oak-hardwood-7-44-20034,"Hardwood Charcoal MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 20034",mullicanflooring,mullicanflooring-20034,21318.84139,10000,224.71,,,25-05-2021,25-05-2021
truffle-mount-castle-engineered-white-oak-hardwood-7-44-20033,"Hardwood Truffle MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 20033",mullicanflooring,mullicanflooring-20033,21318.84139,10000,224.71,,,25-05-2021,25-05-2021
fawn-mount-castle-engineered-white-oak-hardwood-7-44-20031,"Fawn MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 20031",mullicanflooring,mullicanflooring-20031,21318.84139,10000,224.71,,,25-05-2021,25-05-2021
sea-shell-mount-castle-engineered-white-oak-hardwood-7-44-20029,"Sea Shell MOUNT CASTLE Engineered White Oak Hardwood 7.44"" 20029",mullicanflooring,mullicanflooring-20029,21318.84139,10000,224.71,,,25-05-2021,25-05-2021
granite-newtown-plank-engineered-red-oak-hardwood-5-19969,"Hardwood Granite NEWTOWN PLANK Engineered Red Oak Hardwood 5"" 19969",mullicanflooring,mullicanflooring-19969,21772.43376,10000,142.73,,,25-05-2021,25-05-2021
granite-newtown-plank-engineered-red-oak-hardwood-3-19968,"Hardwood Granite NEWTOWN PLANK Engineered Red Oak Hardwood 3"" 19968",mullicanflooring,mullicanflooring-19968,21772.43376,10000,129.8,,,25-05-2021,25-05-2021
bridle-newtown-plank-engineered-red-oak-hardwood-5-19967,"Hardwood Bridle NEWTOWN PLANK Engineered Red Oak Hardwood 5"" 19967",mullicanflooring,mullicanflooring-19967,21772.43376,10000,142.73,,,25-05-2021,25-05-2021
bridle-newtown-plank-engineered-red-oak-hardwood-3-19966,"Hardwood Bridle NEWTOWN PLANK Engineered Red Oak Hardwood 3"" 19966",mullicanflooring,mullicanflooring-19966,21772.43376,10000,129.8,,,25-05-2021,25-05-2021
saddle-newtown-plank-engineered-red-oak-hardwood-5-19965,"Saddle NEWTOWN PLANK Engineered Red Oak Hardwood 5"" 19965",mullicanflooring,mullicanflooring-19965,21772.43376,10000,142.73,,,25-05-2021,25-05-2021
saddle-newtown-plank-engineered-red-oak-hardwood-3-19964,"Saddle NEWTOWN PLANK Engineered Red Oak Hardwood 3"" 19964",mullicanflooring,mullicanflooring-19964,21772.43376,10000,129.8,,,25-05-2021,25-05-2021
gunstock-newtown-plank-engineered-red-oak-hardwood-5-19963,"Hardwood Gunstock NEWTOWN PLANK Engineered Red Oak Hardwood 5"" 19963",mullicanflooring,mullicanflooring-19963,21772.43376,10000,142.73,,,25-05-2021,25-05-2021
gunstock-newtown-plank-engineered-red-oak-hardwood-3-19962,"Hardwood Gunstock NEWTOWN PLANK Engineered Red Oak Hardwood 3"" 19962",mullicanflooring,mullicanflooring-19962,21772.43376,10000,129.8,,,25-05-2021,25-05-2021
natural-newtown-plank-engineered-red-oak-hardwood-5-19961,"Hardwood Natural NEWTOWN PLANK Engineered Red Oak Hardwood 5"" 19961",mullicanflooring,mullicanflooring-19961,21772.43376,10000,142.73,,,25-05-2021,25-05-2021
natural-newtown-plank-engineered-red-oak-hardwood-3-19960,"Hardwood Natural NEWTOWN PLANK Engineered Red Oak Hardwood 3"" 19960",mullicanflooring,mullicanflooring-19960,21772.43376,10000,129.8,,,25-05-2021,25-05-2021
granite-hillshire-engineered-red-oak-hardwood-5-19888,"Granite HILLSHIRE Engineered Red Oak Hardwood 5"" 19888",mullicanflooring,mullicanflooring-19888,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
granite-hillshire-engineered-red-oak-hardwood-3-19887,"Granite HILLSHIRE Engineered Red Oak Hardwood 3"" 19887",mullicanflooring,mullicanflooring-19887,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
cappuccino-ridgecrest-engineered-hard-maple-hardwood-5-19605,"Hardwood Cappuccino RIDGECREST Engineered Hard Maple Hardwood 5"" 19605",mullicanflooring,mullicanflooring-19605,28576.31931,10000,273.22,,,25-05-2021,25-05-2021
saddle-ridgecrest-engineered-red-oak-hardwood-5-19597,"Saddle RIDGECREST Engineered Red Oak Hardwood 5"" 19597",mullicanflooring,mullicanflooring-19597,25854.76509,10000,265.62,,,25-05-2021,25-05-2021
natural-ridgecrest-engineered-red-oak-hardwood-5-19595,"Red Oak Natural RIDGECREST Engineered Red Oak Hardwood 5"" 19595",mullicanflooring,mullicanflooring-19595,25854.76509,10000,265.62,,,25-05-2021,25-05-2021
natural-ridgecrest-engineered-maple-hardwood-5-19593,"Hardwood Natural RIDGECREST Engineered Maple Hardwood 5"" 19593",mullicanflooring,mullicanflooring-19593,28576.31931,10000,273.22,,,25-05-2021,25-05-2021
saddle-ridgecrest-engineered-hickory-hardwood-5-19589,"Saddle RIDGECREST Engineered Hickory Hardwood 5"" 19589",mullicanflooring,mullicanflooring-19589,28576.31931,10000,273.22,,,25-05-2021,25-05-2021
natural-ridgecrest-engineered-hickory-hardwood-5-19587,"Hardwood Natural RIDGECREST Engineered Hickory Hardwood 5"" 19587",mullicanflooring,mullicanflooring-19587,28576.31931,10000,273.22,,,25-05-2021,25-05-2021
greystone-castillian-engineered-engineered-white-oak-hardwood-7-19528,"Hardwood Greystone CASTILLIAN ENGINEERED Engineered White Oak Hardwood 7"" 19528",mullicanflooring,mullicanflooring-19528,14061.36347,10000,147.08,,,25-05-2021,25-05-2021
cordovan-castillian-engineered-engineered-white-oak-hardwood-7-19526,"Cordovan CASTILLIAN ENGINEERED Engineered White Oak Hardwood 7"" 19526",mullicanflooring,mullicanflooring-19526,14061.36347,10000,147.08,,,25-05-2021,25-05-2021
cappuccino-hillshire-engineered-maple-hardwood-5-18431,"Hardwood Cappuccino HILLSHIRE Engineered Maple Hardwood 5"" 18431",mullicanflooring,mullicanflooring-18431,16329.32532,10000,117.36,,,25-05-2021,25-05-2021
cappuccino-hillshire-engineered-maple-hardwood-3-18430,"Hardwood Cappuccino HILLSHIRE Engineered Maple Hardwood 3"" 18430",mullicanflooring,mullicanflooring-18430,16329.32532,10000,119.6,,,25-05-2021,25-05-2021
cappuccino-lincolnshire-engineered-maple-hardwood-5-18175,"Hardwood Cappuccino LINCOLNSHIRE Engineered Maple Hardwood 5"" 18175",mullicanflooring,mullicanflooring-18175,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
champagne-lincolnshire-engineered-hickory-hardwood-5-18171,"Hardwood Champagne LINCOLNSHIRE Engineered Hickory Hardwood 5"" 18171",mullicanflooring,mullicanflooring-18171,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
saddle-lincolnshire-engineered-hickory-hardwood-5-18169,"Saddle LINCOLNSHIRE Engineered Hickory Hardwood 5"" 18169",mullicanflooring,mullicanflooring-18169,16329.32532,10000,132.06,,,25-05-2021,25-05-2021
natural-hillshire-engineered-maple-hardwood-5-18166,"Hardwood Natural HILLSHIRE Engineered Maple Hardwood 5"" 18166",mullicanflooring,mullicanflooring-18166,16329.32532,10000,117.36,,,25-05-2021,25-05-2021
natural-hillshire-engineered-maple-hardwood-3-18165,"Hardwood Natural HILLSHIRE Engineered Maple Hardwood 3"" 18165",mullicanflooring,mullicanflooring-18165,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
autumn-hillshire-engineered-hard-maple-hardwood-5-18158,"Hardwood Autumn HILLSHIRE Engineered Hard Maple Hardwood 5"" 18158",mullicanflooring,mullicanflooring-18158,16329.32532,10000,117.36,,,25-05-2021,25-05-2021
autumn-hillshire-engineered-maple-hardwood-3-18157,"Hardwood Autumn HILLSHIRE Engineered Maple Hardwood 3"" 18157",mullicanflooring,mullicanflooring-18157,16329.32532,10000,119.6,,,25-05-2021,25-05-2021
saddle-hillshire-engineered-hickory-hardwood-5-18148,"Saddle HILLSHIRE Engineered Hickory Hardwood 5"" 18148",mullicanflooring,mullicanflooring-18148,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
saddle-hillshire-engineered-red-oak-hardwood-5-10843,"Saddle HILLSHIRE Engineered Red Oak Hardwood 5"" 10843",mullicanflooring,mullicanflooring-10843,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
natural-hillshire-engineered-hickory-hardwood-5-18144,"Hardwood Natural HILLSHIRE Engineered Hickory Hardwood 5"" 18144",mullicanflooring,mullicanflooring-18144,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
bridle-hillshire-engineered-red-oak-hardwood-5-18140,"Hardwood Bridle HILLSHIRE Engineered Red Oak Hardwood 5"" 18140",mullicanflooring,mullicanflooring-18140,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
bridle-hillshire-engineered-red-oak-hardwood-3-18139,"Hardwood Bridle HILLSHIRE Engineered Red Oak Hardwood 3"" 18139",mullicanflooring,mullicanflooring-18139,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
suede-hillshire-engineered-red-oak-hardwood-5-18136,"Hardwood Suede HILLSHIRE Engineered Red Oak Hardwood 5"" 18136",mullicanflooring,mullicanflooring-18136,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
suede-hillshire-engineered-red-oak-hardwood-3-18135,"Hardwood Suede HILLSHIRE Engineered Red Oak Hardwood 3"" 18135",mullicanflooring,mullicanflooring-18135,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
saddle-hillshire-engineered-red-oak-hardwood-5-18043,"Saddle HILLSHIRE Engineered Red Oak Hardwood 5"" 18043",mullicanflooring,mullicanflooring-18043,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
caramel-hillshire-engineered-red-oak-hardwood-5-18041,"Hardwood Caramel HILLSHIRE Engineered Red Oak Hardwood 5"" 18041",mullicanflooring,mullicanflooring-18041,16329.32532,10000,114.91,,,25-05-2021,25-05-2021
gunstock-hillshire-engineered-red-oak-hardwood-5-18040,"Hardwood Gunstock HILLSHIRE Engineered Red Oak Hardwood 5"" 18040",mullicanflooring,mullicanflooring-18040,16329.32532,9999,114.91,,,25-05-2021,25-05-2021
natural-hillshire-engineered-red-oak-hardwood-5-18039,"Hardwood Natural HILLSHIRE Engineered Red Oak Hardwood 5"" 18039",mullicanflooring,mullicanflooring-18039,16329.32532,10000,117.36,,,25-05-2021,25-05-2021
caramel-hillshire-engineered-red-oak-hardwood-3-18037,"Hardwood Caramel HILLSHIRE Engineered Red Oak Hardwood 3"" 18037",mullicanflooring,mullicanflooring-18037,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
gunstock-hillshire-engineered-red-oak-hardwood-3,"Hardwood Gunstock HILLSHIRE Engineered Red Oak Hardwood 3"" 18035",mullicanflooring,mullicanflooring-18035,16329.32532,10000,111.95,,,25-05-2021,25-05-2021
natural-hillshire-engineered-red-oak-hardwood-3,"Hardwood Natural HILLSHIRE Engineered Red Oak Hardwood 3"" 18034",mullicanflooring,mullicanflooring-18034,16329.32532,10000,119.6,,,25-05-2021,25-05-2021
midnight-castillian-engineered-engineered-white-oak-hardwood-6,"Hardwood Midnight CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 17377",mullicanflooring,mullicanflooring-17377,14061.36347,10000,147.08,,,25-05-2021,25-05-2021
glacier-castillian-engineered-engineered-white-oak-hardwood-6-17376,"Glacier CASTILLIAN ENGINEERED Engineered White Oak Hardwood 6"" 17376",mullicanflooring,mullicanflooring-17376,12700.58636,10000,103.45,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-amendoim-hardwood-5-17154,"Hardwood Natural  MEADOW BROOKE Engineered Amendoim Hardwood 5"" 17154",mullicanflooring,mullicanflooring-17154,19958.06428,10000,208.86,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-amendoim-hardwood-3,"Hardwood Natural MEADOW BROOKE Engineered Amendoim Hardwood 3""",mullicanflooring,mullicanflooring-9101,19958.06428,10000,203.63,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-cumaru-hardwood-5-17107,"Hardwood Natural MEADOW BROOKE Engineered Cumaru Hardwood 5"" 17107",mullicanflooring,mullicanflooring-17107,19958.06428,10000,208.86,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-cumaru-hardwood-3-17106,"Hardwood Natural MEADOW BROOKE Engineered Cumaru Hardwood 3"" 17106",mullicanflooring,mullicanflooring-17106,19958.06428,10000,203.63,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-tigerwood-hardwood-5-15190,"Hardwood Natural MEADOW BROOKE Engineered Tigerwood Hardwood 5"" 15190",mullicanflooring,mullicanflooring-15190,19958.06428,10000,203.63,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-brazilian-cherry-hardwood-5,"Hardwood Natural MEADOW BROOKE Engineered Brazilian Cherry Hardwood 5"" 15189",mullicanflooring,mullicanflooring-15189,19958.06428,10000,203.63,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-tigerwood-hardwood-3-15187,"Hardwood Natural MEADOW BROOKE Engineered Tigerwood Hardwood 3"" 15187",mullicanflooring,mullicanflooring-15187,19958.06428,10000,201.02,,,25-05-2021,25-05-2021
natural-meadow-brooke-engineered-brazilian-cherry-hardwood-3-15186,"Hardwood Natural MEADOW BROOKE Engineered Brazilian Cherry Hardwood 3"" 15186",mullicanflooring,mullicanflooring-15186,19958.06428,10000,201.02,,,25-05-2021,25-05-2021
saddle-chatelaine-solid-hickory-hardwood-5-23582,"Saddle CHATELAINE Solid Hickory Hardwood 5"" 23582",mullicanflooring,mullicanflooring-23582,18143.6948,10000,283.8,,,25-05-2021,25-05-2021
saddle-chatelaine-solid-hickory-hardwood-4-23581,"Saddle CHATELAINE Solid Hickory Hardwood 4"" 23581",mullicanflooring,mullicanflooring-23581,19958.06428,10000,209.44,,,25-05-2021,25-05-2021
weathered-stone-chatelaine-solid-oak-hardwood-5-23566,"Hardwood Weathered Stone CHATELAINE Solid Oak Hardwood 5"" 23566",mullicanflooring,mullicanflooring-23566,18143.6948,10000,283.8,,,25-05-2021,25-05-2021
worn-carriage-chatelaine-solid-red-oak-hardwood-5-23565,"Hardwood Worn Carriage CHATELAINE Solid Red Oak Hardwood 5"" 23565",mullicanflooring,mullicanflooring-23565,18143.6948,10000,283.8,,,25-05-2021,25-05-2021
saddle-nature-solid-solid-hickory-hardwood-3-23579,"Saddle NATURE SOLID Solid Hickory Hardwood 3"" 23579",mullicanflooring,mullicanflooring-23579,25854.76509,10000,303.81,,,25-05-2021,25-05-2021
saddle-nature-solid-solid-hickory-hardwood-5-21068,"Saddle NATURE SOLID Solid Hickory Hardwood 5"" 21068",mullicanflooring,mullicanflooring-21068,29483.50405,10000,161.8,,,25-05-2021,25-05-2021
autumn-bronze-wexford-solid-white-oak-hardwood-4,"Hardwood Autumn Bronze WEXFORD Solid White Oak Hardwood 4"" 23574",mullicanflooring,mullicanflooring-23574,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
autumn-bronze-wexford-solid-white-oak-hardwood-5-23573,"Hardwood Autumn Bronze WEXFORD Solid White Oak Hardwood 5"" 23573",mullicanflooring,mullicanflooring-23573,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
espresso-nature-solid-solid-hickory-hardwood-3-23547,"Espresso NATURE SOLID Solid Hickory Hardwood 3"" 23547",mullicanflooring,mullicanflooring-23547,25854.76509,10000,303.81,,,25-05-2021,25-05-2021
greystone-nature-solid-solid-hickory-hardwood-3-23546,"Hardwood Greystone NATURE SOLID Solid Hickory Hardwood 3"" 23546",mullicanflooring,mullicanflooring-23546,25854.76509,10000,303.81,,,25-05-2021,25-05-2021
provincial-nature-solid-solid-hickory-hardwood-3-23545,"Provincial NATURE SOLID Solid Hickory Hardwood 3"" 23545",mullicanflooring,mullicanflooring-23545,25854.76509,10000,303.81,,,25-05-2021,25-05-2021
natural-nature-solid-solid-hickory-hardwood-3-23544,"Hardwood Natural NATURE SOLID Solid Hickory Hardwood 3"" 23544",mullicanflooring,mullicanflooring-23544,25854.76509,10000,303.81,,,25-05-2021,25-05-2021
marble-wexford-solid-white-oak-hardwood-4-23557,"Hardwood Marble WEXFORD Solid White Oak Hardwood 4"" 23557",mullicanflooring,mullicanflooring-23557,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
cascade-wexford-solid-white-oak-hardwood-4-23556,"Hardwood Cascade WEXFORD Solid White Oak Hardwood 4"" 23556",mullicanflooring,mullicanflooring-23556,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
harbor-mist-wexford-solid-white-oak-hardwood-4-23555,"Hardwood Harbor Mist WEXFORD Solid White Oak Hardwood 4"" 23555",mullicanflooring,mullicanflooring-23555,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
charcoal-wexford-solid-white-oak-hardwood-4-23554,"Charcoal WEXFORD Solid White Oak Hardwood 4"" 23554",mullicanflooring,mullicanflooring-23554,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
seabrook-wexford-solid-white-oak-hardwood-4,"Seabrook WEXFORD Solid White Oak Hardwood 4"" 23553",mullicanflooring,mullicanflooring-23553,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
natural-wexford-solid-white-oak-hardwood-4-23551,"Hardwood Natural WEXFORD Solid White Oak Hardwood 4"" 23551",mullicanflooring,mullicanflooring-23551,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
aged-pearl-williamsburg-plank-solid-hickory-hardwood-4-22870,"Hardwood Hardwood Aged Pearl WILLIAMSBURG PLANK Solid Hickory Hardwood 4"" 22870",mullicanflooring,mullicanflooring-22870,23586.80324,10000,196.56,,,25-05-2021,25-05-2021
musket-williamsburg-plank-solid-hickory-hardwood-4-22869,"Hardwood Musket WILLIAMSBURG PLANK Solid Hickory Hardwood 4"" 22869",mullicanflooring,mullicanflooring-22869,23586.80324,10000,196.56,,,25-05-2021,25-05-2021
marble-wexford-solid-white-oak-hardwood-5,"Hardwood Marble WEXFORD Solid White Oak Hardwood 5"" 22224",mullicanflooring,mullicanflooring-22224,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
cascade-wexford-solid-white-oak-hardwood-5-22223,"Hardwood Cascade WEXFORD Solid White Oak Hardwood 5"" 22223",mullicanflooring,mullicanflooring-22223,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
granite-oak-pointe-solid-red-oak-hardwood-3-22354,"Hardwood Granite OAK POINTE Solid Red Oak Hardwood 3"" 22354",mullicanflooring,mullicanflooring-22354,30390.68879,10000,153.36,,,25-05-2021,25-05-2021
granite-oak-pointe-solid-red-oak-hardwood-2-1-4-22353,"Hardwood Granite OAK POINTE Solid Red Oak Hardwood 2 1/4"" 22353",mullicanflooring,mullicanflooring-22353,30390.68879,10000,114.96,,,25-05-2021,25-05-2021
granite-st-andrews-solid-red-oak-hardwood-3-21351,"Hardwood Granite ST. ANDREWS Solid Red Oak Hardwood 3"" 21351",mullicanflooring,mullicanflooring-21351,30390.68879,10000,196.56,,,25-05-2021,25-05-2021
granite-st-andrews-solid-red-oak-hardwood-2-1-4,"Hardwood Granite ST. ANDREWS Solid Red Oak Hardwood 2 1/4"" 21350",mullicanflooring,mullicanflooring-21350,30390.68879,10000,170.16,,,25-05-2021,25-05-2021
espresso-nature-solid-solid-hickory-hardwood-5-21071,"Espresso NATURE SOLID Solid Hickory Hardwood 5"" 21071",mullicanflooring,mullicanflooring-21071,29483.50405,10000,161.8,,,25-05-2021,25-05-2021
greystone-nature-solid-solid-hickory-hardwood-5-21070,"Hardwood Greystone NATURE SOLID Solid Hickory Hardwood 5"" 21070",mullicanflooring,mullicanflooring-21070,29483.50405,10000,161.8,,,25-05-2021,25-05-2021
provincial-nature-solid-solid-hickory-hardwood-5-21069,"Provincial NATURE SOLID Solid Hickory Hardwood 5"" 21069",mullicanflooring,mullicanflooring-21069,29483.50405,10000,161.8,,,25-05-2021,25-05-2021
natural-nature-solid-solid-hickory-hardwood-5-21067,"Hardwood Natural NATURE SOLID Solid Hickory Hardwood 5"" 21067",mullicanflooring,mullicanflooring-21067,29483.50405,10000,161.8,,,25-05-2021,25-05-2021
harbor-mist-wexford-solid-white-oak-hardwood-5-21038,"Hardwood Harbor Mist WEXFORD Solid White Oak Hardwood 5"" 21038",mullicanflooring,mullicanflooring-21038,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
charcoal-wexford-solid-white-oak-hardwood-5-21037,"Charcoal WEXFORD Solid White Oak Hardwood 5"" 21037",mullicanflooring,mullicanflooring-21037,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
seabrook-wexford-solid-white-oak-hardwood-5-21036,"Seabrook WEXFORD Solid White Oak Hardwood 5"" 21036",mullicanflooring,mullicanflooring-21036,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
espresso-wexford-solid-white-oak-hardwood-5-21035,"Espresso WEXFORD Solid White Oak Hardwood 5"" 21035",mullicanflooring,mullicanflooring-21035,26308.35746,10000,169.8,,,25-05-2021,25-05-2021
